,City,State,Median_Age,Male_Population,Female_Population,Total_Population,Number_of_Veterans,Foreign-born,Average_household_size,State_code,Race,Count
1792,Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,Black or African-American,9393
1793,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.97,CA,Asian,971
1794,Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,Hispanic or Latino,39414
1795,Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Asian,13283
1796,Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,Asian,8772
1797,Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Hispanic or Latino,14259
1798,Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,American Indian and Alaska Native,876
1799,Marysville,Washington,33.2,33436.0,33337.0,66773,5714.0,7721.0,2.79,WA,Black or African-American,1800
1800,Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,Black or African-American,45858
1801,Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,American Indian and Alaska Native,1243
1802,Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Black or African-American,2071
1803,Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,Asian,21571
1804,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Black or African-American,22550
1805,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Asian,14443
1806,Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,Asian,24055
1807,Fort Wayne,Indiana,34.7,124815.0,133329.0,258144,13539.0,19146.0,2.45,IN,Hispanic or Latino,21234
1808,Suffolk,Virginia,38.2,43048.0,45113.0,88161,10114.0,2829.0,2.72,VA,American Indian and Alaska Native,504
1809,Albany,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Hispanic or Latino,9368
1810,Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Black or African-American,20616
1811,Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,White,839169
1812,South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,Hispanic or Latino,29173
1813,San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,American Indian and Alaska Native,20752
1814,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Black or African-American,16163
1815,Laguna Niguel,California,45.8,30193.0,35619.0,65812,2648.0,12571.0,2.58,CA,Hispanic or Latino,9203
1816,Pine Hills,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,Asian,2209
1817,Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,Black or African-American,5133
1818,Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,American Indian and Alaska Native,912
1819,Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,Black or African-American,7364
1820,Antioch,California,34.0,54733.0,55809.0,110542,5681.0,24942.0,3.31,CA,Asian,14333
1821,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,American Indian and Alaska Native,1876
1822,New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Black or African-American,9873
1823,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,24672.0,43751.0,2.37,OK,American Indian and Alaska Native,42129
1824,Woodbury,Minnesota,37.7,31982.0,35868.0,67850,2732.0,9477.0,2.72,MN,Black or African-American,6054
1825,Torrance,California,41.2,73209.0,75259.0,148468,8459.0,43096.0,2.7,CA,Asian,54317
1826,New York,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,White,3835726
1827,Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5012.0,5757.0,2.41,MN,White,59794
1828,Camden,New Jersey,27.9,36437.0,39694.0,76131,1425.0,11317.0,3.0,NJ,Black or African-American,35237
1829,Lakewood,California,39.9,41523.0,40069.0,81592,4094.0,18274.0,3.13,CA,Black or African-American,6123
1830,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Hispanic or Latino,34032
1831,Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,Black or African-American,9427
1832,Lorain,Ohio,35.6,30844.0,32807.0,63651,4905.0,1531.0,2.52,OH,Black or African-American,16388
1833,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Black or African-American,10379
1834,Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,Asian,7601
1835,Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,Black or African-American,21138
1836,Lee's Summit,Missouri,36.8,48353.0,46715.0,95068,6624.0,3803.0,2.68,MO,American Indian and Alaska Native,1251
1837,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,White,40110
1838,Weston,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,American Indian and Alaska Native,128
1839,Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,Asian,22721
1840,Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,14521.0,24302.0,2.47,NC,Black or African-American,87480
1841,Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,Asian,15740
1842,Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,Asian,1781
1843,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,Hispanic or Latino,78711
1844,Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,Black or African-American,81861
1845,Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.72,CA,Black or African-American,6150
1846,Fullerton,California,34.5,69549.0,71300.0,140849,5394.0,43404.0,2.97,CA,Asian,33937
1847,McKinney,Texas,35.6,77339.0,85548.0,162887,8082.0,25760.0,2.91,TX,Black or African-American,16689
1848,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,White,144930
1849,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,Asian,12683
1850,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,American Indian and Alaska Native,1187
1851,Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,American Indian and Alaska Native,2331
1852,Elgin,Illinois,35.7,54852.0,56224.0,111076,4024.0,30167.0,2.97,IL,American Indian and Alaska Native,789
1853,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,Black or African-American,28204
1854,Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,American Indian and Alaska Native,4856
1855,Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,Hispanic or Latino,53247
1856,Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,White,111477
1857,North Richland Hills,Texas,39.9,35257.0,33948.0,69205,5175.0,7854.0,2.64,TX,Black or African-American,5439
1858,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,American Indian and Alaska Native,3436
1859,Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,American Indian and Alaska Native,11496
1860,McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,American Indian and Alaska Native,664
1861,Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,Black or African-American,876
1862,Vallejo,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,Hispanic or Latino,28977
1863,Billings,Montana,36.3,52705.0,57565.0,110270,9121.0,3206.0,2.4,MT,Black or African-American,2200
1864,Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Hispanic or Latino,10007
1865,Redwood City,California,37.1,42676.0,42624.0,85300,2430.0,27652.0,2.64,CA,White,51019
1866,Tustin,California,33.4,39511.0,41052.0,80563,2434.0,25034.0,3.27,CA,White,39660
1867,Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,Asian,6101
1868,Alafaya,Florida,33.5,39504.0,45760.0,85264,4176.0,15842.0,2.94,FL,Black or African-American,6577
1869,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Hispanic or Latino,15889
1870,Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,Black or African-American,20450
1871,Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Hispanic or Latino,14661
1872,Waterloo,Iowa,37.2,34488.0,33969.0,68457,4800.0,5082.0,2.42,IA,American Indian and Alaska Native,467
1873,Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,White,70491
1874,Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.82,NY,Hispanic or Latino,5957
1875,Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,10548.0,56514.0,2.58,MN,Black or African-American,54665
1876,Lincoln,Nebraska,32.3,138544.0,138802.0,277346,14694.0,22958.0,2.4,NE,Black or African-American,16445
1877,Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,White,59962
1878,High Point,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,American Indian and Alaska Native,1181
1879,Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,Black or African-American,9869
1880,Philadelphia,Pennsylvania,34.1,741270.0,826172.0,1567442,61995.0,205339.0,2.61,PA,White,688130
1881,Hillsboro,Oregon,35.3,50926.0,51434.0,102360,6625.0,19531.0,2.68,OR,Hispanic or Latino,22169
1882,Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,Hispanic or Latino,156134
1883,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Black or African-American,92156
1884,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Asian,15814
1885,Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,Hispanic or Latino,54398
1886,Allen,Pennsylvania,33.5,60626.0,59581.0,120207,5691.0,19652.0,2.67,PA,White,74187
1887,Hampton,Virginia,35.5,66214.0,70240.0,136454,19638.0,6204.0,2.48,VA,White,61753
1888,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,2951.0,15212.0,3.42,IL,Hispanic or Latino,16904
1889,Worcester,Massachusetts,34.9,90951.0,93855.0,184806,9408.0,36907.0,2.43,MA,Black or African-American,27491
1890,Fairfield,California,34.7,55550.0,57422.0,112972,8607.0,24503.0,3.14,CA,Black or African-American,18274
1891,Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Asian,2712
1892,Conroe,Texas,31.5,34907.0,33685.0,68592,4871.0,13839.0,2.65,TX,Black or African-American,6713
1893,New Haven,Connecticut,29.9,63765.0,66545.0,130310,2567.0,25871.0,2.48,CT,Hispanic or Latino,43563
1894,Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,White,64117
1895,Yuba City,California,34.5,33654.0,33290.0,66944,4706.0,18032.0,2.9,CA,Asian,15065
1896,Danbury,Connecticut,37.3,43435.0,41227.0,84662,3752.0,25675.0,2.74,CT,Asian,7350
1897,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,9651.0,8789.0,2.82,SC,American Indian and Alaska Native,1042
1898,Suffolk,Virginia,38.2,43048.0,45113.0,88161,10114.0,2829.0,2.72,VA,White,46458
1899,Atlanta,Georgia,33.8,223960.0,239915.0,463875,18572.0,32016.0,2.15,GA,White,196316
1900,Mount Vernon,New York,38.5,31876.0,36745.0,68621,2064.0,23777.0,2.85,NY,Black or African-American,49830
1901,Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,Hispanic or Latino,549966
1902,Dallas,Texas,32.6,639019.0,661063.0,1300082,41026.0,326825.0,2.59,TX,Asian,47099
1903,Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,American Indian and Alaska Native,488
1904,Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.72,FL,Asian,4581
1905,Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,Black or African-American,1700
1906,Cleveland,Ohio,36.0,186436.0,201623.0,388059,19849.0,18830.0,2.24,OH,Hispanic or Latino,40603
1907,Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,Asian,78916
1908,Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Black or African-American,529431
1909,Lake Forest,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,Asian,16690
1910,Stockton,California,32.5,150976.0,154674.0,305650,12822.0,79583.0,3.16,CA,Hispanic or Latino,128216
1911,Indianapolis,Indiana,34.1,410615.0,437808.0,848423,42186.0,72456.0,2.53,IN,Black or African-American,253932
1912,Ontario,California,31.0,85059.0,86141.0,171200,4816.0,48557.0,3.52,CA,Asian,14313
1913,Antioch,California,34.0,54733.0,55809.0,110542,5681.0,24942.0,3.31,CA,Black or African-American,23227
1914,Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,Hispanic or Latino,15180
1915,New Orleans,Louisiana,35.9,185736.0,203881.0,389617,17388.0,21679.0,2.41,LA,Black or African-American,234645
1916,Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,White,78636
1917,Erie,Pennsylvania,35.3,48618.0,50852.0,99470,7093.0,6275.0,2.31,PA,Asian,3306
1918,Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,American Indian and Alaska Native,2918
1919,Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,White,146807
1920,Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,Black or African-American,1974
1921,Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,Hispanic or Latino,39937
1922,Atascocita,Texas,32.8,37424.0,40816.0,78240,4416.0,8657.0,3.03,TX,Hispanic or Latino,20441
1923,Riverview,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,White,60793
1924,Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,American Indian and Alaska Native,2564
1925,Dothan,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,American Indian and Alaska Native,656
1926,Hammond,Indiana,36.0,38923.0,38687.0,77610,4144.0,9224.0,2.61,IN,Hispanic or Latino,25320
1927,New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,American Indian and Alaska Native,645
1928,Meridian,Idaho,38.0,43353.0,47400.0,90753,5640.0,8110.0,2.54,ID,Hispanic or Latino,6596
1929,Troy,Michigan,43.3,42371.0,40905.0,83276,2975.0,21004.0,2.59,MI,Hispanic or Latino,2400
1930,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,American Indian and Alaska Native,1584
1931,Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,Hispanic or Latino,105871
1932,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,14011.0,26667.0,2.36,NC,American Indian and Alaska Native,3688
1933,Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,American Indian and Alaska Native,1254
1934,Thornton,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.97,CO,White,119264
1935,Dearborn,Michigan,33.5,46482.0,48698.0,95180,3163.0,23920.0,3.04,MI,Asian,4134
1936,Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,American Indian and Alaska Native,4260
1937,Springfield,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,White,151686
1938,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,White,1374535
1939,Greenville,North Carolina,26.2,39897.0,50691.0,90588,4283.0,4183.0,2.4,NC,Hispanic or Latino,4409
1940,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,White,41652
1941,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,Asian,1073
1942,Kendall,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,Hispanic or Latino,47521
1943,Palatine,Illinois,38.0,36506.0,32763.0,69269,2629.0,21760.0,2.69,IL,Hispanic or Latino,18626
1944,Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,American Indian and Alaska Native,2947
1945,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,American Indian and Alaska Native,2087
1946,Stamford,Connecticut,35.4,64941.0,63936.0,128877,2269.0,44003.0,2.7,CT,White,85620
1947,Vallejo,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,Asian,34753
1948,Pasadena,California,37.6,67712.0,74534.0,142246,4618.0,40779.0,2.63,CA,White,76525
1949,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Hispanic or Latino,4928
1950,Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,White,71538
1951,Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,Black or African-American,950
1952,Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,American Indian and Alaska Native,1029
1953,Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,Hispanic or Latino,1114
1954,Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,Hispanic or Latino,42472
1955,Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,Black or African-American,12839
1956,Goodyear,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,Black or African-American,8678
1957,Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,Black or African-American,8839
1958,Provo,Utah,23.6,56231.0,59027.0,115258,2177.0,10925.0,3.28,UT,Black or African-American,1062
1959,Kenner,Louisiana,36.9,33993.0,33113.0,67106,2485.0,12352.0,2.57,LA,Asian,2729
1960,Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,Hispanic or Latino,35911
1961,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,White,90173
1962,Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,Black or African-American,5750
1963,San Clemente,California,45.2,34076.0,31456.0,65532,3970.0,8109.0,2.64,CA,Hispanic or Latino,10421
1964,Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,Asian,9776
1965,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,Hispanic or Latino,99838
1966,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,Black or African-American,29483
1967,Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,Asian,7349
1968,Kent,Washington,33.4,61825.0,65137.0,126962,7985.0,38175.0,3.06,WA,Hispanic or Latino,21928
1969,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,4185.0,19024.0,2.39,MA,Asian,1811
1970,Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Black or African-American,53770
1971,Kissimmee,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,Black or African-American,6623
1972,Akron,Ohio,38.1,96886.0,100667.0,197553,12878.0,10024.0,2.24,OH,American Indian and Alaska Native,1845
1973,Kirkland,Washington,40.8,42159.0,45108.0,87267,5156.0,18570.0,2.3,WA,Hispanic or Latino,6720
1974,Baldwin Park,California,35.8,38747.0,38309.0,77056,780.0,34322.0,4.13,CA,Hispanic or Latino,56282
1975,West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,Black or African-American,3693
1976,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,American Indian and Alaska Native,8380
1977,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,American Indian and Alaska Native,1682
1978,Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,American Indian and Alaska Native,4388
1979,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,Black or African-American,122634
1980,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,Hispanic or Latino,9121
1981,Cincinnati,Ohio,32.7,143654.0,154883.0,298537,13699.0,16896.0,2.08,OH,Black or African-American,133430
1982,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,Black or African-American,82248
1983,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,White,106202
1984,Laredo,Texas,28.8,124305.0,131484.0,255789,4921.0,68427.0,3.66,TX,Black or African-American,832
1985,Memphis,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,Hispanic or Latino,46621
1986,Hampton,Virginia,35.5,66214.0,70240.0,136454,19638.0,6204.0,2.48,VA,American Indian and Alaska Native,2534
1987,Santa Maria,California,30.1,53320.0,51762.0,105082,2876.0,39192.0,3.83,CA,Black or African-American,1237
1988,Tracy,California,35.5,43156.0,43937.0,87093,3025.0,25410.0,3.42,CA,Black or African-American,5241
1989,Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,American Indian and Alaska Native,1717
1990,Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,American Indian and Alaska Native,485
1991,Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,Hispanic or Latino,4897
1992,Macon,Georgia,36.0,71833.0,81626.0,153459,10735.0,4846.0,2.46,GA,Asian,3588
1993,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Hispanic or Latino,4138
1994,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,Black or African-American,26774
1996,Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,Black or African-American,2013
1997,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,White,94499
1998,Miami Gardens,Florida,34.9,50719.0,62480.0,113199,2327.0,33394.0,3.75,FL,White,27273
1999,Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,American Indian and Alaska Native,5796
